  
       XFOIL         Version 6.96
  
 Calculated polar for: NACA 63-412 AIRFOIL                             
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     1.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  -5.250  -0.2507   0.00926   0.00344  -0.0754   0.8196   0.0286
  -5.000  -0.2228   0.00909   0.00322  -0.0755   0.8121   0.0299
  -4.750  -0.1954   0.00874   0.00282  -0.0755   0.8044   0.0336
  -4.500  -0.1674   0.00856   0.00262  -0.0757   0.7969   0.0369
  -4.250  -0.1395   0.00834   0.00237  -0.0757   0.7894   0.0427
  -4.000  -0.1114   0.00813   0.00217  -0.0759   0.7822   0.0521
  -3.750  -0.0835   0.00784   0.00196  -0.0760   0.7748   0.0781
  -3.500  -0.0557   0.00742   0.00176  -0.0764   0.7676   0.1409
  -3.250  -0.0282   0.00684   0.00153  -0.0768   0.7602   0.2426
  -3.000  -0.0006   0.00626   0.00133  -0.0773   0.7532   0.3606
  -2.750   0.0276   0.00596   0.00124  -0.0776   0.7458   0.4381
  -2.500   0.0561   0.00582   0.00119  -0.0778   0.7389   0.4795
  -2.250   0.0847   0.00574   0.00115  -0.0780   0.7315   0.5088
  -2.000   0.1133   0.00570   0.00113  -0.0781   0.7247   0.5309
  -1.750   0.1421   0.00567   0.00111  -0.0783   0.7173   0.5509
  -1.500   0.1705   0.00564   0.00111  -0.0784   0.7103   0.5777
  -1.250   0.1993   0.00561   0.00110  -0.0785   0.7030   0.5923
  -1.000   0.2277   0.00562   0.00110  -0.0786   0.6959   0.6088
  -0.750   0.2566   0.00559   0.00110  -0.0788   0.6886   0.6224
  -0.250   0.3139   0.00562   0.00111  -0.0791   0.6741   0.6435
   0.000   0.3423   0.00565   0.00114  -0.0792   0.6666   0.6536
   0.250   0.3711   0.00566   0.00116  -0.0793   0.6590   0.6631
   0.750   0.4282   0.00572   0.00122  -0.0796   0.6433   0.6813
   1.000   0.4566   0.00579   0.00126  -0.0797   0.6353   0.6904
   1.250   0.4852   0.00581   0.00130  -0.0798   0.6269   0.6987
   1.500   0.5135   0.00587   0.00135  -0.0799   0.6186   0.7070
   1.750   0.5419   0.00591   0.00140  -0.0800   0.6091   0.7152
   2.000   0.5702   0.00596   0.00146  -0.0800   0.5987   0.7231
   2.250   0.5981   0.00603   0.00152  -0.0800   0.5877   0.7312
   2.750   0.6539   0.00619   0.00166  -0.0801   0.5616   0.7469
   3.000   0.6815   0.00629   0.00174  -0.0800   0.5465   0.7545
   3.250   0.7088   0.00642   0.00184  -0.0799   0.5253   0.7626
   3.500   0.7361   0.00655   0.00195  -0.0798   0.5069   0.7701
   3.750   0.7633   0.00669   0.00206  -0.0798   0.4896   0.7781
   4.000   0.7902   0.00685   0.00220  -0.0796   0.4696   0.7859
   4.250   0.8168   0.00706   0.00234  -0.0795   0.4423   0.7942
   4.500   0.8410   0.00747   0.00256  -0.0789   0.3899   0.8022
   4.750   0.8630   0.00815   0.00292  -0.0782   0.3143   0.8112
   5.000   0.8838   0.00893   0.00336  -0.0772   0.2368   0.8199
   5.250   0.9050   0.00968   0.00380  -0.0764   0.1712   0.8293
   5.500   0.9263   0.01037   0.00425  -0.0755   0.1177   0.8394
   5.750   0.9481   0.01098   0.00469  -0.0746   0.0780   0.8496
   6.000   0.9706   0.01149   0.00509  -0.0739   0.0528   0.8605
   6.250   0.9939   0.01191   0.00546  -0.0732   0.0405   0.8722
   6.500   1.0171   0.01226   0.00583  -0.0725   0.0339   0.8846
   6.750   1.0390   0.01267   0.00626  -0.0715   0.0284   0.8985
   7.000   1.0615   0.01293   0.00659  -0.0706   0.0259   0.9155
   7.250   1.0790   0.01325   0.00698  -0.0686   0.0229   0.9499
   7.500   1.1042   0.01365   0.00743  -0.0684   0.0209   1.0000
   7.750   1.1284   0.01404   0.00783  -0.0680   0.0193   1.0000
   8.000   1.1502   0.01462   0.00842  -0.0673   0.0177   1.0000
   8.250   1.1715   0.01521   0.00906  -0.0664   0.0168   1.0000
   8.500   1.1938   0.01567   0.00955  -0.0657   0.0162   1.0000
   8.750   1.2153   0.01617   0.01008  -0.0649   0.0155   1.0000
   9.000   1.2358   0.01670   0.01065  -0.0639   0.0149   1.0000
   9.250   1.2552   0.01729   0.01126  -0.0628   0.0144   1.0000
   9.500   1.2715   0.01805   0.01206  -0.0613   0.0138   1.0000
   9.750   1.2800   0.01916   0.01325  -0.0585   0.0133   1.0000
  10.000   1.2902   0.01999   0.01416  -0.0559   0.0131   1.0000
  10.250   1.3046   0.02059   0.01481  -0.0541   0.0129   1.0000
  10.500   1.3177   0.02129   0.01557  -0.0522   0.0126   1.0000
  10.750   1.3297   0.02208   0.01642  -0.0503   0.0123   1.0000
  11.000   1.3399   0.02304   0.01744  -0.0482   0.0121   1.0000
  11.250   1.3506   0.02400   0.01847  -0.0465   0.0118   1.0000
  11.500   1.3601   0.02510   0.01964  -0.0447   0.0116   1.0000
  11.750   1.3701   0.02621   0.02081  -0.0431   0.0113   1.0000
  12.000   1.3791   0.02744   0.02210  -0.0416   0.0111   1.0000
  12.250   1.3879   0.02873   0.02345  -0.0402   0.0109   1.0000
  12.500   1.3943   0.03030   0.02509  -0.0387   0.0107   1.0000
  12.750   1.3995   0.03203   0.02690  -0.0373   0.0106   1.0000
  13.000   1.4015   0.03419   0.02915  -0.0359   0.0104   1.0000
  13.250   1.4009   0.03675   0.03182  -0.0345   0.0102   1.0000
  13.500   1.3976   0.03980   0.03505  -0.0331   0.0100   1.0000
  13.750   1.4056   0.04144   0.03677  -0.0326   0.0099   1.0000
  14.000   1.4108   0.04349   0.03893  -0.0322   0.0098   1.0000
  14.250   1.4148   0.04575   0.04129  -0.0318   0.0097   1.0000
  14.500   1.4171   0.04827   0.04393  -0.0315   0.0095   1.0000
  14.750   1.4179   0.05104   0.04682  -0.0314   0.0094   1.0000
  15.000   1.4178   0.05405   0.04995  -0.0315   0.0093   1.0000
  15.250   1.4164   0.05729   0.05331  -0.0319   0.0092   1.0000
  15.500   1.4137   0.06087   0.05702  -0.0324   0.0091   1.0000
  15.750   1.4106   0.06465   0.06092  -0.0333   0.0090   1.0000
  16.000   1.4054   0.06887   0.06527  -0.0344   0.0089   1.0000
  16.250   1.4001   0.07327   0.06980  -0.0359   0.0088   1.0000
  16.500   1.3931   0.07814   0.07481  -0.0378   0.0088   1.0000
  16.750   1.3841   0.08353   0.08035  -0.0400   0.0087   1.0000
  17.000   1.3751   0.08913   0.08608  -0.0426   0.0086   1.0000
  17.250   1.3638   0.09538   0.09247  -0.0456   0.0086   1.0000
  17.500   1.3504   0.10228   0.09952  -0.0492   0.0085   1.0000
  17.750   1.3370   0.10942   0.10681  -0.0532   0.0085   1.0000
  18.000   1.3192   0.11779   0.11534  -0.0580   0.0085   1.0000
